,0
14220,5.0
14221,4.0
14222,7.0
14223,5.0
14224,2.0
14225,4.0
14226,7.0
14227,8.0
14228,1.0
14229,4.0
14230,3.0
14231,3.0
14232,5.0
14233,9.0
14234,3.0
14235,1.0
14236,7.0
14237,5.0
14238,8.0
14239,2.0
14240,3.0
14241,1.0
14242,9.0
14243,1.0
14244,2.0
14245,3.0
14246,6.0
14247,7.0
14248,1.0
14249,3.0
14250,5.0
14251,4.0
14252,4.0
14253,5.0
14254,6.0
14255,8.0
14256,7.0
14257,4.0
14258,6.0
14259,5.0
14260,0.0
14261,4.0
14262,4.0
14263,7.0
14264,9.0
14265,8.0
14266,9.0
14267,0.0
14268,2.0
14269,7.0
14270,3.0
14271,5.0
14272,3.0
14273,4.0
14274,3.0
14275,0.0
14276,1.0
14277,7.0
14278,9.0
14279,1.0
14280,6.0
14281,9.0
14282,0.0
14283,7.0
14284,0.0
14285,2.0
14286,4.0
14287,1.0
14288,8.0
14289,0.0
14290,9.0
14291,7.0
14292,3.0
14293,3.0
14294,2.0
14295,9.0
14296,2.0
14297,8.0
14298,0.0
14299,4.0
14300,0.0
14301,2.0
14302,9.0
14303,1.0
14304,5.0
14305,0.0
14306,9.0
14307,6.0
14308,2.0
14309,8.0
14310,0.0
14311,3.0
14312,1.0
14313,6.0
14314,6.0
14315,5.0
14316,9.0
14317,6.0
14318,4.0
14319,4.0
14320,7.0
14321,4.0
14322,1.0
14323,7.0
14324,2.0
14325,7.0
14326,2.0
14327,1.0
14328,3.0
14329,1.0
14330,4.0
14331,3.0
14332,0.0
14333,5.0
14334,3.0
14335,1.0
14336,8.0
14337,0.0
14338,7.0
14339,4.0
14340,3.0
14341,9.0
14342,5.0
14343,1.0
14344,7.0
14345,6.0
14346,1.0
14347,6.0
14348,0.0
14349,0.0
14350,5.0
14351,4.0
14352,5.0
14353,2.0
14354,5.0
14355,9.0
14356,0.0
14357,7.0
14358,7.0
14359,7.0
14360,0.0
14361,2.0
14362,4.0
14363,5.0
14364,5.0
14365,9.0
14366,3.0
14367,7.0
14368,2.0
14369,9.0
14370,2.0
14371,6.0
14372,6.0
14373,2.0
14374,1.0
14375,3.0
14376,1.0
14377,7.0
14378,3.0
14379,4.0
14380,0.0
14381,7.0
14382,9.0
14383,9.0
14384,2.0
14385,6.0
14386,2.0
14387,5.0
14388,2.0
14389,1.0
14390,3.0
14391,3.0
14392,5.0
14393,7.0
14394,2.0
14395,6.0
14396,0.0
14397,4.0
14398,1.0
14399,2.0
14400,2.0
14401,9.0
14402,8.0
14403,8.0
14404,7.0
14405,6.0
14406,0.0
14407,3.0
14408,8.0
14409,2.0
14410,0.0
14411,6.0
14412,7.0
14413,5.0
14414,0.0
14415,6.0
14416,0.0
14417,3.0
14418,8.0
14419,0.0
14420,4.0
14421,4.0
14422,6.0
14423,5.0
14424,3.0
14425,8.0
14426,8.0
14427,2.0
14428,9.0
14429,1.0
14430,1.0
14431,4.0
14432,0.0
14433,3.0
14434,6.0
14435,1.0
14436,2.0
14437,5.0
14438,3.0
14439,3.0
14440,8.0
14441,3.0
14442,2.0
14443,0.0
14444,9.0
14445,4.0
14446,6.0
14447,7.0
14448,1.0
14449,2.0
14450,5.0
14451,1.0
14452,4.0
14453,1.0
14454,6.0
14455,7.0
14456,8.0
14457,6.0
14458,8.0
14459,3.0
14460,0.0
14461,0.0
14462,8.0
14463,5.0
14464,8.0
14465,9.0
14466,5.0
14467,2.0
14468,4.0
14469,4.0
14470,9.0
14471,6.0
14472,1.0
14473,6.0
14474,2.0
14475,2.0
14476,8.0
14477,0.0
14478,7.0
14479,9.0
14480,5.0
14481,1.0
14482,4.0
14483,3.0
14484,3.0
14485,7.0
14486,0.0
14487,5.0
14488,1.0
14489,8.0
14490,8.0
14491,2.0
14492,4.0
14493,6.0
14494,9.0
14495,8.0
14496,6.0
14497,2.0
14498,2.0
14499,3.0
14500,3.0
14501,4.0
14502,7.0
14503,6.0
14504,4.0
14505,7.0
14506,9.0
14507,2.0
14508,0.0
14509,6.0
14510,7.0
14511,5.0
14512,7.0
14513,9.0
14514,2.0
14515,9.0
14516,9.0
14517,8.0
14518,4.0
14519,0.0
14520,3.0
14521,7.0
14522,6.0
14523,9.0
14524,0.0
14525,7.0
14526,9.0
14527,6.0
14528,0.0
14529,5.0
14530,0.0
14531,8.0
14532,5.0
14533,8.0
14534,0.0
14535,8.0
14536,3.0
14537,6.0
14538,3.0
14539,5.0
14540,2.0
14541,5.0
14542,9.0
14543,0.0
14544,1.0
14545,5.0
14546,3.0
14547,5.0
14548,7.0
14549,7.0
14550,7.0
14551,4.0
14552,4.0
14553,2.0
14554,8.0
14555,4.0
14556,7.0
14557,6.0
14558,4.0
14559,0.0
14560,7.0
14561,0.0
14562,6.0
14563,9.0
14564,4.0
14565,0.0
14566,6.0
14567,5.0
14568,8.0
14569,8.0
14570,8.0
14571,5.0
14572,8.0
14573,1.0
14574,5.0
14575,1.0
14576,7.0
14577,3.0
14578,1.0
14579,8.0
14580,0.0
14581,1.0
14582,0.0
14583,1.0
14584,6.0
14585,7.0
14586,1.0
14587,4.0
14588,1.0
14589,1.0
14590,2.0
14591,5.0
14592,8.0
14593,5.0
14594,0.0
14595,6.0
14596,1.0
14597,7.0
14598,3.0
14599,3.0
14600,0.0
14601,1.0
14602,7.0
14603,7.0
14604,8.0
14605,1.0
14606,1.0
14607,8.0
14608,8.0
14609,2.0
14610,1.0
14611,8.0
14612,6.0
14613,1.0
14614,0.0
14615,0.0
14616,1.0
14617,5.0
14618,6.0
14619,9.0
14620,8.0
14621,9.0
14622,4.0
14623,4.0
14624,1.0
14625,7.0
14626,3.0
14627,5.0
14628,7.0
14629,0.0
14630,7.0
14631,8.0
14632,2.0
14633,8.0
14634,1.0
14635,8.0
14636,5.0
14637,1.0
14638,5.0
14639,8.0
14640,6.0
14641,7.0
14642,0.0
14643,6.0
14644,2.0
14645,4.0
14646,3.0
14647,9.0
14648,5.0
14649,5.0
14650,9.0
14651,3.0
14652,2.0
14653,9.0
14654,0.0
14655,8.0
14656,3.0
14657,4.0
14658,1.0
14659,3.0
14660,5.0
14661,5.0
14662,9.0
14663,5.0
14664,8.0
14665,3.0
14666,4.0
14667,6.0
14668,5.0
14669,5.0
14670,6.0
14671,6.0
14672,1.0
14673,3.0
14674,3.0
14675,1.0
14676,1.0
14677,8.0
14678,0.0
14679,6.0
14680,5.0
14681,1.0
14682,9.0
14683,9.0
14684,4.0
14685,3.0
14686,0.0
14687,3.0
14688,5.0
14689,6.0
14690,7.0
14691,3.0
14692,4.0
14693,0.0
14694,8.0
14695,1.0
14696,4.0
14697,1.0
14698,3.0
14699,6.0
14700,8.0
14701,1.0
14702,1.0
14703,9.0
14704,9.0
14705,5.0
14706,5.0
14707,3.0
14708,2.0
14709,1.0
14710,1.0
14711,6.0
14712,4.0
14713,8.0
14714,4.0
14715,0.0
14716,8.0
14717,9.0
14718,2.0
14719,4.0
14720,7.0
14721,1.0
14722,4.0
14723,1.0
14724,2.0
14725,3.0
14726,7.0
14727,3.0
14728,2.0
14729,5.0
14730,9.0
14731,0.0
14732,0.0
14733,2.0
14734,6.0
14735,2.0
14736,2.0
14737,0.0
14738,0.0
14739,1.0
14740,3.0
14741,9.0
14742,1.0
14743,1.0
14744,1.0
14745,8.0
14746,6.0
14747,3.0
14748,3.0
14749,6.0
14750,2.0
14751,0.0
14752,6.0
14753,4.0
14754,7.0
14755,5.0
14756,1.0
14757,0.0
14758,6.0
14759,1.0
14760,4.0
14761,0.0
14762,9.0
14763,1.0
14764,3.0
14765,1.0
14766,3.0
14767,8.0
14768,7.0
14769,8.0
14770,4.0
14771,9.0
14772,5.0
14773,8.0
14774,8.0
14775,2.0
14776,9.0
14777,3.0
14778,6.0
14779,4.0
14780,0.0
14781,9.0
14782,8.0
14783,6.0
14784,9.0
14785,9.0
14786,4.0
14787,8.0
14788,2.0
14789,4.0
14790,6.0
14791,5.0
14792,6.0
14793,9.0
14794,4.0
14795,8.0
14796,5.0
14797,5.0
14798,4.0
14799,0.0
14800,8.0
14801,7.0
14802,7.0
14803,1.0
14804,5.0
14805,9.0
14806,2.0
14807,1.0
14808,1.0
14809,6.0
14810,5.0
14811,5.0
14812,0.0
14813,3.0
14814,5.0
14815,0.0
14816,1.0
14817,3.0
14818,6.0
14819,3.0
14820,9.0
14821,4.0
14822,4.0
14823,0.0
14824,6.0
14825,1.0
14826,2.0
14827,9.0
14828,8.0
14829,3.0
14830,5.0
14831,2.0
14832,8.0
14833,8.0
14834,4.0
14835,6.0
14836,3.0
14837,5.0
14838,4.0
14839,9.0
14840,1.0
14841,4.0
14842,6.0
14843,9.0
14844,9.0
14845,8.0
14846,5.0
14847,5.0
14848,1.0
14849,7.0
14850,4.0
14851,7.0
14852,3.0
14853,7.0
14854,0.0
14855,8.0
14856,7.0
14857,3.0
14858,1.0
14859,5.0
14860,1.0
14861,5.0
14862,8.0
14863,3.0
14864,3.0
14865,6.0
14866,4.0
14867,1.0
14868,3.0
14869,8.0
14870,3.0
14871,2.0
14872,2.0
14873,3.0
14874,9.0
14875,3.0
14876,1.0
14877,6.0
14878,3.0
14879,1.0
14880,6.0
14881,2.0
14882,7.0
14883,1.0
14884,7.0
14885,8.0
14886,2.0
14887,7.0
14888,0.0
14889,2.0
14890,2.0
14891,0.0
14892,0.0
14893,2.0
14894,3.0
14895,8.0
14896,9.0
14897,9.0
14898,3.0
14899,1.0
14900,5.0
14901,9.0
14902,1.0
14903,4.0
14904,3.0
14905,2.0
14906,1.0
14907,5.0
14908,2.0
14909,9.0
14910,4.0
14911,6.0
14912,0.0
14913,0.0
14914,7.0
14915,6.0
14916,6.0
14917,9.0
14918,8.0
14919,9.0
14920,5.0
14921,8.0
14922,1.0
14923,9.0
14924,2.0
14925,6.0
14926,3.0
14927,5.0
14928,7.0
14929,1.0
14930,5.0
14931,4.0
14932,9.0
14933,4.0
14934,5.0
14935,7.0
14936,3.0
14937,0.0
14938,2.0
14939,2.0
14940,1.0
14941,2.0
14942,6.0
14943,3.0
14944,3.0
14945,8.0
14946,2.0
14947,5.0
14948,3.0
14949,1.0
14950,0.0
14951,1.0
14952,6.0
14953,8.0
14954,7.0
14955,4.0
14956,8.0
14957,1.0
14958,0.0
14959,6.0
14960,4.0
14961,3.0
14962,5.0
14963,6.0
14964,0.0
14965,5.0
14966,5.0
14967,0.0
14968,3.0
14969,8.0
14970,6.0
14971,0.0
14972,8.0
14973,4.0
14974,5.0
14975,3.0
14976,5.0
14977,5.0
14978,4.0
14979,9.0
14980,0.0
14981,0.0
14982,3.0
14983,4.0
14984,8.0
14985,4.0
14986,0.0
14987,1.0
14988,4.0
14989,2.0
14990,1.0
14991,0.0
14992,6.0
14993,3.0
14994,8.0
14995,5.0
14996,8.0
14997,3.0
14998,6.0
14999,8.0
15000,8.0
15001,4.0
15002,0.0
15003,5.0
15004,1.0
15005,9.0
15006,1.0
15007,6.0
15008,4.0
15009,3.0
15010,3.0
15011,3.0
15012,1.0
15013,9.0
15014,5.0
15015,0.0
15016,7.0
15017,4.0
15018,9.0
15019,8.0
15020,2.0
15021,4.0
15022,4.0
15023,9.0
15024,2.0
15025,3.0
15026,9.0
15027,6.0
15028,4.0
15029,6.0
15030,0.0
15031,7.0
15032,0.0
15033,8.0
15034,6.0
15035,4.0
15036,6.0
15037,4.0
15038,8.0
15039,2.0
15040,6.0
15041,0.0
15042,2.0
15043,7.0
15044,4.0
15045,8.0
15046,5.0
15047,2.0
15048,2.0
15049,2.0
15050,9.0
15051,6.0
15052,2.0
15053,1.0
15054,5.0
15055,4.0
15056,3.0
15057,5.0
15058,4.0
15059,6.0
15060,6.0
15061,9.0
15062,7.0
15063,2.0
15064,4.0
15065,2.0
15066,8.0
15067,2.0
15068,4.0
15069,0.0
15070,8.0
15071,5.0
15072,8.0
15073,1.0
15074,4.0
15075,1.0
15076,7.0
15077,7.0
15078,3.0
15079,7.0
15080,6.0
15081,1.0
15082,4.0
15083,5.0
15084,6.0
15085,8.0
15086,6.0
15087,4.0
15088,6.0
15089,1.0
15090,6.0
15091,3.0
15092,3.0
15093,6.0
15094,4.0
15095,7.0
15096,4.0
15097,7.0
15098,3.0
15099,3.0
15100,3.0
15101,1.0
15102,9.0
15103,6.0
15104,6.0
15105,5.0
15106,0.0
15107,7.0
15108,2.0
15109,7.0
15110,9.0
15111,9.0
15112,1.0
15113,8.0
15114,9.0
15115,9.0
15116,9.0
15117,1.0
15118,9.0
15119,6.0
15120,9.0
15121,2.0
15122,1.0
15123,3.0
15124,2.0
15125,3.0
15126,5.0
15127,5.0
15128,2.0
15129,3.0
15130,0.0
15131,4.0
15132,2.0
15133,2.0
15134,8.0
15135,5.0
15136,9.0
15137,4.0
15138,2.0
15139,5.0
15140,1.0
15141,2.0
15142,0.0
15143,6.0
15144,9.0
15145,0.0
15146,0.0
15147,2.0
15148,2.0
15149,0.0
15150,4.0
15151,4.0
15152,4.0
15153,3.0
15154,1.0
15155,8.0
15156,6.0
15157,6.0
15158,9.0
15159,4.0
15160,4.0
15161,4.0
15162,5.0
15163,6.0
15164,1.0
15165,9.0
15166,7.0
15167,9.0
15168,9.0
15169,8.0
15170,2.0
15171,1.0
15172,9.0
15173,5.0
15174,8.0
15175,0.0
15176,9.0
15177,0.0
15178,7.0
15179,8.0
15180,0.0
15181,5.0
15182,0.0
15183,4.0
15184,8.0
15185,9.0
15186,8.0
15187,2.0
15188,6.0
15189,9.0
15190,8.0
15191,2.0
15192,3.0
15193,5.0
15194,5.0
15195,4.0
15196,6.0
15197,9.0
15198,4.0
15199,1.0
15200,8.0
15201,2.0
15202,1.0
15203,3.0
15204,6.0
15205,9.0
15206,1.0
15207,5.0
15208,7.0
15209,8.0
15210,0.0
15211,5.0
15212,6.0
15213,9.0
15214,8.0
15215,5.0
15216,5.0
15217,1.0
15218,4.0
15219,8.0
15220,6.0
15221,9.0
15222,8.0
15223,9.0
15224,1.0
15225,1.0
15226,4.0
15227,7.0
15228,9.0
15229,0.0
15230,3.0
15231,9.0
15232,9.0
15233,3.0
15234,9.0
15235,4.0
15236,8.0
15237,5.0
15238,3.0
15239,3.0
15240,3.0
15241,5.0
15242,4.0
15243,4.0
15244,4.0
15245,6.0
15246,9.0
15247,1.0
15248,8.0
15249,5.0
15250,0.0
15251,8.0
15252,5.0
15253,9.0
15254,8.0
15255,8.0
15256,1.0
15257,9.0
15258,9.0
15259,5.0
15260,7.0
15261,9.0
15262,5.0
15263,6.0
15264,8.0
15265,2.0
15266,2.0
15267,8.0
15268,1.0
15269,0.0
15270,9.0
15271,8.0
15272,3.0
15273,3.0
15274,8.0
15275,4.0
15276,0.0
15277,8.0
15278,3.0
15279,9.0
15280,2.0
15281,5.0
15282,3.0
15283,2.0
15284,3.0
15285,6.0
15286,7.0
15287,1.0
15288,8.0
15289,5.0
15290,4.0
15291,5.0
15292,7.0
15293,3.0
15294,5.0
15295,8.0
15296,8.0
15297,0.0
15298,7.0
15299,7.0
15300,9.0
15301,4.0
15302,4.0
15303,4.0
15304,8.0
15305,6.0
15306,5.0
15307,4.0
15308,0.0
15309,6.0
15310,0.0
15311,3.0
15312,8.0
15313,9.0
15314,6.0
15315,2.0
15316,5.0
15317,1.0
15318,5.0
15319,1.0
15320,4.0
15321,8.0
15322,5.0
15323,2.0
15324,9.0
15325,2.0
15326,7.0
15327,7.0
15328,4.0
15329,0.0
15330,0.0
15331,8.0
15332,7.0
15333,2.0
15334,3.0
15335,8.0
15336,4.0
15337,6.0
15338,0.0
15339,1.0
15340,5.0
15341,0.0
15342,9.0
15343,7.0
15344,1.0
15345,4.0
15346,6.0
15347,5.0
15348,9.0
15349,8.0
15350,5.0
15351,8.0
15352,1.0
15353,5.0
15354,9.0
15355,2.0
15356,8.0
15357,8.0
15358,0.0
15359,0.0
15360,6.0
15361,2.0
15362,6.0
15363,5.0
15364,7.0
15365,8.0
15366,1.0
15367,3.0
15368,4.0
15369,2.0
15370,0.0
15371,4.0
15372,8.0
15373,8.0
15374,7.0
15375,8.0
15376,1.0
15377,8.0
15378,8.0
15379,5.0
15380,8.0
15381,8.0
15382,9.0
15383,4.0
15384,9.0
15385,1.0
15386,0.0
15387,4.0
15388,1.0
15389,0.0
15390,7.0
15391,2.0
15392,9.0
15393,0.0
15394,7.0
15395,7.0
15396,7.0
15397,9.0
15398,3.0
15399,6.0
15400,0.0
15401,8.0
15402,3.0
15403,4.0
15404,7.0
15405,0.0
15406,9.0
15407,3.0
15408,6.0
15409,7.0
15410,0.0
15411,4.0
15412,0.0
15413,8.0
15414,5.0
15415,3.0
15416,7.0
15417,9.0
15418,1.0
15419,9.0
15420,3.0
15421,7.0
15422,2.0
15423,1.0
15424,1.0
15425,1.0
15426,9.0
15427,4.0
15428,5.0
15429,1.0
15430,8.0
15431,2.0
15432,0.0
15433,4.0
15434,6.0
15435,6.0
15436,0.0
15437,6.0
15438,2.0
15439,6.0
15440,1.0
15441,9.0
15442,7.0
15443,7.0
15444,2.0
15445,6.0
15446,1.0
15447,2.0
15448,4.0
15449,6.0
15450,7.0
15451,9.0
15452,7.0
15453,9.0
15454,9.0
15455,6.0
15456,0.0
15457,6.0
15458,0.0
15459,0.0
15460,6.0
15461,4.0
15462,6.0
15463,0.0
15464,3.0
15465,4.0
15466,4.0
15467,1.0
15468,8.0
15469,2.0
15470,4.0
15471,8.0
15472,2.0
15473,0.0
15474,0.0
15475,6.0
15476,4.0
15477,9.0
15478,1.0
15479,2.0
15480,4.0
15481,0.0
15482,5.0
15483,6.0
15484,4.0
15485,8.0
15486,4.0
15487,5.0
15488,3.0
15489,1.0
15490,7.0
15491,4.0
15492,4.0
15493,1.0
15494,6.0
15495,6.0
15496,9.0
15497,4.0
15498,7.0
15499,8.0
15500,9.0
15501,0.0
15502,9.0
15503,8.0
15504,3.0
15505,8.0
15506,4.0
15507,8.0
15508,2.0
15509,6.0
15510,1.0
15511,6.0
15512,7.0
15513,4.0
15514,8.0
15515,0.0
15516,0.0
15517,4.0
15518,6.0
15519,1.0
15520,4.0
15521,5.0
15522,1.0
15523,6.0
15524,2.0
15525,2.0
15526,2.0
15527,6.0
15528,7.0
15529,0.0
15530,1.0
15531,0.0
15532,7.0
15533,4.0
15534,0.0
15535,0.0
15536,3.0
15537,6.0
15538,7.0
15539,6.0
15540,1.0
15541,4.0
15542,0.0
15543,8.0
15544,3.0
15545,6.0
15546,8.0
15547,1.0
15548,8.0
15549,2.0
15550,1.0
15551,2.0
15552,4.0
15553,1.0
15554,8.0
15555,7.0
15556,7.0
15557,1.0
15558,9.0
15559,6.0
15560,4.0
15561,8.0
15562,7.0
15563,3.0
15564,1.0
15565,5.0
15566,5.0
15567,3.0
15568,4.0
15569,3.0
15570,0.0
15571,9.0
15572,4.0
15573,4.0
15574,7.0
15575,3.0
15576,7.0
15577,7.0
15578,2.0
15579,2.0
15580,1.0
15581,6.0
15582,8.0
15583,9.0
15584,5.0
15585,9.0
15586,9.0
15587,1.0
15588,1.0
15589,1.0
15590,7.0
15591,5.0
15592,6.0
15593,3.0
15594,0.0
15595,4.0
15596,7.0
15597,3.0
15598,2.0
15599,9.0
15600,1.0
15601,4.0
15602,8.0
15603,8.0
15604,1.0
15605,7.0
15606,9.0
15607,7.0
15608,0.0
15609,9.0
15610,7.0
15611,8.0
15612,6.0
15613,0.0
15614,7.0
15615,3.0
15616,6.0
15617,9.0
15618,7.0
15619,8.0
15620,2.0
15621,5.0
15622,8.0
15623,9.0
15624,0.0
15625,4.0
15626,0.0
15627,0.0
15628,1.0
15629,2.0
15630,0.0
15631,0.0
15632,6.0
15633,6.0
15634,7.0
15635,0.0
15636,4.0
15637,1.0
15638,4.0
15639,7.0
15640,6.0
15641,9.0
15642,7.0
15643,2.0
15644,5.0
15645,5.0
15646,9.0
15647,7.0
15648,5.0
15649,3.0
15650,9.0
15651,1.0
15652,1.0
15653,9.0
15654,3.0
15655,2.0
15656,5.0
15657,9.0
15658,1.0
15659,9.0
15660,4.0
15661,8.0
15662,7.0
15663,4.0
15664,1.0
15665,1.0
15666,5.0
15667,2.0
15668,1.0
15669,5.0
15670,2.0
15671,3.0
15672,5.0
15673,0.0
15674,8.0
15675,0.0
15676,6.0
15677,2.0
15678,8.0
15679,3.0
15680,6.0
15681,9.0
15682,8.0
15683,5.0
15684,4.0
15685,7.0
15686,4.0
15687,4.0
15688,2.0
15689,8.0
15690,3.0
15691,4.0
15692,4.0
15693,7.0
15694,8.0
15695,1.0
15696,9.0
15697,3.0
15698,2.0
15699,2.0
15700,7.0
15701,8.0
15702,9.0
15703,7.0
15704,9.0
15705,9.0
15706,2.0
15707,5.0
15708,9.0
15709,9.0
15710,0.0
15711,2.0
15712,3.0
15713,5.0
15714,2.0
15715,2.0
15716,4.0
15717,5.0
15718,7.0
15719,0.0
15720,2.0
15721,8.0
15722,1.0
15723,5.0
15724,9.0
15725,3.0
15726,2.0
15727,6.0
15728,2.0
15729,0.0
15730,2.0
15731,9.0
15732,4.0
15733,1.0
15734,3.0
15735,5.0
15736,7.0
15737,0.0
15738,3.0
15739,5.0
15740,6.0
15741,7.0
15742,3.0
15743,3.0
15744,8.0
15745,9.0
15746,2.0
15747,6.0
15748,4.0
15749,6.0
15750,2.0
15751,3.0
15752,3.0
15753,1.0
15754,9.0
15755,8.0
15756,4.0
15757,2.0
15758,4.0
15759,9.0
15760,2.0
15761,8.0
15762,4.0
15763,7.0
15764,6.0
15765,0.0
15766,4.0
15767,2.0
15768,4.0
15769,9.0
15770,0.0
15771,1.0
15772,0.0
15773,5.0
15774,2.0
15775,9.0
15776,1.0
15777,0.0
15778,9.0
15779,4.0
15780,1.0
15781,1.0
15782,1.0
15783,8.0
15784,5.0
15785,5.0
15786,3.0
15787,4.0
15788,3.0
15789,9.0
15790,5.0
15791,4.0
15792,4.0
15793,7.0
15794,3.0
15795,7.0
15796,5.0
15797,7.0
15798,9.0
15799,9.0
15800,5.0
15801,0.0
15802,3.0
15803,1.0
15804,1.0
15805,4.0
15806,5.0
15807,2.0
15808,1.0
15809,6.0
15810,0.0
15811,6.0
15812,6.0
15813,0.0
15814,4.0
15815,6.0
15816,0.0
15817,9.0
15818,1.0
15819,3.0
15820,3.0
15821,4.0
15822,8.0
15823,0.0
15824,9.0
15825,0.0
15826,7.0
15827,9.0
15828,7.0
15829,3.0
15830,4.0
15831,7.0
15832,3.0
15833,3.0
15834,7.0
15835,0.0
15836,2.0
15837,4.0
15838,3.0
15839,5.0
15840,1.0
15841,1.0
15842,7.0
15843,2.0
15844,0.0
15845,2.0
15846,2.0
15847,1.0
15848,4.0
15849,7.0
15850,2.0
15851,4.0
15852,2.0
15853,6.0
15854,3.0
15855,2.0
15856,1.0
15857,8.0
15858,0.0
15859,1.0
15860,4.0
15861,2.0
15862,0.0
15863,4.0
15864,5.0
15865,0.0
15866,0.0
15867,4.0
15868,3.0
15869,5.0
15870,5.0
15871,8.0
15872,1.0
15873,8.0
15874,5.0
15875,2.0
15876,4.0
15877,3.0
15878,2.0
15879,4.0
15880,9.0
15881,1.0
15882,2.0
15883,4.0
15884,0.0
15885,5.0
15886,2.0
15887,1.0
15888,4.0
15889,2.0
15890,8.0
15891,4.0
15892,2.0
15893,2.0
15894,0.0
15895,0.0
15896,3.0
15897,5.0
15898,3.0
15899,0.0
15900,4.0
15901,2.0
15902,9.0
15903,5.0
15904,9.0
15905,2.0
15906,0.0
15907,3.0
15908,7.0
15909,8.0
15910,7.0
15911,4.0
15912,6.0
15913,5.0
15914,9.0
15915,4.0
15916,2.0
15917,8.0
15918,1.0
15919,7.0
15920,9.0
15921,3.0
15922,9.0
15923,2.0
15924,9.0
15925,8.0
15926,7.0
15927,8.0
15928,2.0
15929,5.0
15930,2.0
15931,5.0
15932,4.0
15933,8.0
15934,7.0
15935,3.0
15936,0.0
15937,0.0
15938,3.0
15939,2.0
15940,7.0
15941,2.0
15942,3.0
15943,7.0
15944,4.0
15945,7.0
15946,3.0
15947,6.0
15948,7.0
15949,9.0
15950,2.0
15951,8.0
15952,6.0
15953,3.0
15954,3.0
15955,0.0
15956,4.0
15957,9.0
15958,7.0
15959,4.0
15960,5.0
15961,7.0
15962,2.0
15963,9.0
15964,5.0
15965,8.0
15966,2.0
15967,6.0
15968,8.0
15969,9.0
15970,9.0
15971,8.0
15972,4.0
15973,4.0
15974,3.0
15975,0.0
15976,7.0
15977,8.0
15978,4.0
15979,1.0
15980,5.0
15981,6.0
15982,9.0
15983,1.0
15984,4.0
15985,7.0
15986,7.0
15987,5.0
15988,3.0
15989,8.0
15990,7.0
15991,3.0
15992,6.0
15993,7.0
15994,3.0
15995,6.0
15996,2.0
15997,7.0
15998,9.0
15999,9.0
16000,1.0
16001,4.0
16002,8.0
16003,5.0
16004,6.0
16005,9.0
16006,2.0
16007,9.0
16008,0.0
16009,9.0
16010,3.0
16011,9.0
16012,1.0
16013,3.0
16014,8.0
16015,3.0
16016,6.0
16017,4.0
16018,7.0
16019,9.0
16020,7.0
16021,5.0
16022,3.0
16023,2.0
16024,7.0
16025,4.0
16026,0.0
16027,6.0
16028,4.0
16029,3.0
16030,0.0
16031,9.0
16032,3.0
16033,3.0
16034,1.0
16035,2.0
16036,9.0
16037,8.0
16038,7.0
16039,3.0
16040,3.0
16041,1.0
16042,2.0
16043,3.0
16044,6.0
16045,3.0
16046,3.0
16047,4.0
16048,0.0
16049,9.0
16050,2.0
16051,9.0
16052,2.0
16053,3.0
16054,6.0
16055,3.0
16056,2.0
16057,1.0
16058,4.0
16059,2.0
16060,3.0
16061,4.0
16062,3.0
16063,9.0
16064,0.0
16065,4.0
16066,2.0
16067,1.0
16068,8.0
16069,2.0
16070,8.0
16071,8.0
16072,5.0
16073,2.0
16074,1.0
16075,5.0
16076,9.0
16077,5.0
16078,0.0
16079,5.0
16080,4.0
16081,4.0
16082,2.0
16083,6.0
16084,3.0
16085,2.0
16086,8.0
16087,2.0
16088,2.0
16089,4.0
16090,6.0
16091,8.0
16092,7.0
16093,8.0
16094,9.0
16095,3.0
16096,3.0
16097,4.0
16098,1.0
16099,3.0
16100,5.0
16101,3.0
16102,0.0
16103,0.0
16104,1.0
16105,3.0
16106,4.0
16107,8.0
16108,2.0
16109,1.0
16110,3.0
16111,2.0
16112,5.0
16113,2.0
16114,5.0
16115,0.0
16116,9.0
16117,8.0
16118,8.0
16119,7.0
16120,5.0
16121,0.0
16122,4.0
16123,4.0
16124,4.0
16125,9.0
16126,8.0
16127,8.0
16128,8.0
16129,0.0
16130,4.0
16131,3.0
16132,6.0
16133,7.0
16134,7.0
16135,3.0
16136,9.0
16137,1.0
16138,2.0
16139,7.0
16140,0.0
16141,4.0
16142,7.0
16143,4.0
16144,4.0
16145,3.0
16146,8.0
16147,0.0
16148,0.0
16149,2.0
16150,1.0
16151,8.0
16152,8.0
16153,2.0
16154,6.0
16155,5.0
16156,2.0
16157,9.0
16158,4.0
16159,2.0
16160,2.0
16161,5.0
16162,5.0
16163,7.0
16164,7.0
16165,3.0
16166,8.0
16167,0.0
16168,9.0
16169,6.0
16170,4.0
16171,8.0
16172,5.0
16173,5.0
16174,3.0
16175,4.0
16176,4.0
16177,4.0
16178,6.0
16179,2.0
16180,8.0
16181,5.0
16182,0.0
16183,4.0
16184,5.0
16185,8.0
16186,3.0
16187,8.0
16188,5.0
16189,3.0
16190,9.0
16191,0.0
16192,5.0
16193,4.0
16194,6.0
16195,0.0
16196,5.0
16197,5.0
16198,4.0
16199,1.0
16200,3.0
16201,2.0
16202,8.0
16203,3.0
16204,7.0
16205,7.0
16206,6.0
16207,1.0
16208,8.0
16209,7.0
16210,8.0
16211,1.0
16212,9.0
16213,2.0
16214,7.0
16215,6.0
16216,1.0
16217,0.0
16218,4.0
